tweets,attitude,clean_tweets,final_tweets,label
"RT @MikeZillionaire: Real Giveaway 

Let’s giveaway a DVDA worth 5 ETH ($7500)

Retweet and follow @MikeZillionaire @SrPetersETH &amp; @GodHate…",pos," eal Giveaway 

Let’s giveaway a DVDA worth 5 ETH ($7500)

etweet and follow @MikeZillionaire @SrPetersETH &amp; @GodHate…",eal Giveaway Lets giveaway DVDA worth ETH etweet follow MikeZillionaire SrPetersETH amp GodHate,0
@eth520eth @UnleashProject damn!! That is 🔥🔥🔥🔥🔥🔥,pos,@eth520eth @UnleashProject damn!! That is 🔥🔥🔥🔥🔥🔥,etheth UnleashProject damn That,0
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
"RT @TajrinFaruqi: Thank u @momok_eth for making this great piece! 

Work @boboinft je x collect lagi😆

Collect Symphony by momok here - htt…",pos," Thank u @momok_eth for making this great piece! 

Work @boboinft je x collect lagi😆

Collect Symphony by momok here - htt…",Thank u momoketh making great piece Work boboinft je x collect lagiCollect Symphony momok htt,0
"-Devastating inflation
-Impending economic depression
-Threat of nuclear destruction 

I don't have enough shiny or… https://t.co/VcQ1EeZno8",neg,"-Devastating inflation
-Impending economic depression
-Threat of nuclear destruction 

I don't have enough shiny or… https://t.co/VcQ1EeZno8",Devastating inflationImpending economic depressionThreat nuclear destruction I dont enough shiny,1
@Herbertonic @lokoyokol Awesome tonystark.loopring.eth,pos,@Herbertonic @lokoyokol Awesome tonystark.loopring.eth,Herbertonic lokoyokol Awesome tonystarkloopringeth,0
"RT @GroveToken: #GroveGreenArmy If you haven’t heard, this is your chance to vote #GroveToken on @Bybit_Official

Plus, get up to $ 2 0 0 0…",pos," #GroveGreenArmy If you haven’t heard, this is your chance to vote #GroveToken on @Bybit_Official

Plus, get up to $ 2 0 0 0…",If havent heard chance vote BybitOfficialPlus get,0
"RT @XT_Futures: 🛸Share $300000+ in Contract Carnival🛸

1⃣ Recruit XT Futures Influencers🤓
👉Meme-Party: https://t.co/RMV2Bn5cOJ

2⃣ Invitati…",pos," 🛸Share $300000+ in Contract Carnival🛸

1⃣ecruit XT Futures Influencers🤓
👉Meme-Party: https://t.co/MV2Bn5cOJ

2⃣ Invitati…",Share Contract Carnivalecruit XT Futures InfluencersMemeParty Invitati,0
"RT @ShibInform: This is my gift to you that support me everyday $SHIB , a big thank you 🏆 1 ETH among the first 2222 Retweets and Comments!…",pos," This is my gift to you that support me everyday $SHIB , a big thank you 🏆 1 ETH among the first 2222etweets and Comments!…",This gift support everyday SHIB big thank ETH among first etweets Comments,0
"RT @HazelDMacabuag: cryptocurrency news.

Crypto Report: Comparing Crypto Moves to US Dollar - Bloomberg 

 https://t.co/YQWn2vnI57

#crypt…",pos," cryptocurrency news.

Cryptoeport: Comparing Crypto Moves to US Dollar - Bloomberg 

 https://t.co/YQWn2vnI57

#crypt…",cryptocurrency newsCryptoeport Comparing Crypto Moves US Dollar Bloomberg,0
"RT @RoninDaCC: I wanna buy some art today. 

TEZ preferred so I can buy a bunch, Eth considered. Sol or Cardano if you’ve got the best shit…",pos," I wanna buy some art today. 

TEZ preferred so I can buy a bunch, Eth considered. Sol or Cardano if you’ve got the best shit…",I wanna buy art today TEZ preferred I buy bunch Eth considered Sol Cardano youve got best shit,0
Love with#粉丝 #twitter粉丝  #twitter刷粉  #blockchain #btc #eth比特币 以太坊 #Bitcoin#Binance#web#NFTs#NFT#NFTCommunity#NFTGiv… https://t.co/5CoXnkUeFv,pos,Love with#粉丝 #twitter粉丝  #twitter刷粉  #blockchain #btc #eth比特币 以太坊 #Bitcoin#Binance#web#NFTs#NFT#NFTCommunity#NFTGiv… https://t.co/5CoXnkUeFv,Love,0
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
"RT @EnsSalesBot: ٢٥٥.eth (255.eth in Arabic) bought for 2.0 ETH (2,769.24 USD) on Ensvision #ENS #Web3Names #EnsNames  

https://t.co/otgty…",pos," ٢٥٥.eth (255.eth in Arabic) bought for 2.0 ETH (2,769.24 USD) on Ensvision #ENS #Web3Names #EnsNames  

https://t.co/otgty…",eth eth Arabic bought ETH USD Ensvision,0
"RT @BipliGlimp: New drop on foundation ✨

“helplessness” interpretation 

0.07 eth - reserve 
0.13 eth - buy now 

https://t.co/DBnkkEQuVW…",pos," New drop on foundation ✨

“helplessness” interpretation 

0.07 eth - reserve 
0.13 eth - buy now 

https://t.co/DBnkkEQuVW…",New drop foundation helplessness interpretation eth reserve eth buy,0
"Free NFT airdrop 👑

Drop your $ETH address to win A Sheikh's NFT worth $500 👑

✅Must Follow @CryptoRaptors14… https://t.co/LcyOwYyql6",pos,"Free NFT airdrop 👑

Drop your $ETH address to win A Sheikh's NFT worth $500 👑

✅Must Follow @Cryptoaptors14… https://t.co/LcyOwYyql6",Free NFT airdrop Drop ETH address win A Sheikhs NFT worth Must Follow Cryptoaptors,0
whitelist Vpoluntary @HashbeanETH @pauliemonster @Dyllbah @xiaojiuwo19 @D_Cole17 @Gfussak49 @worstraderever… https://t.co/vGR1DiKTsQ,pos,whitelist Vpoluntary @HashbeanETH @pauliemonster @Dyllbah @xiaojiuwo19 @D_Cole17 @Gfussak49 @worstraderever… https://t.co/vG1DiKTsQ,whitelist Vpoluntary HashbeanETH pauliemonster Dyllbah xiaojiuwo DCole Gfussak worstraderever,0
"Otherdeed #62563 was purchased for 1.7 ETH 
 https://t.co/FEXsHYhYUQ https://t.co/MjXv5ZRR0F",pos,"Otherdeed #62563 was purchased for 1.7 ETH 
 https://t.co/FEXsHYhYUQ https://t.co/MjXv5Z0F",Otherdeed purchased ETH,0
"RT @busraeth: 💫#NFTGiveaway💫
🔹1 x $30 $ETH
🔹5 x WL

1⃣ Follow @KaizenDesu &amp; @busraeth
2⃣ Like &amp; RT 
3⃣ Tag 2 friends

Ends in 24 hrs⌛️ 

#N…",pos," 💫#NFTGiveaway💫
🔹1 x $30 $ETH
🔹5 x WL

1⃣ Follow @KaizenDesu &amp; @busraeth
2⃣ Like &amp;  
3⃣ Tag 2 friends

Ends in 24 hrs⌛️ 

#N…",x ETH x WL Follow KaizenDesu amp busraeth Like amp Tag friendsEnds hr,0
"RT @BuddhismDAO: [20 WL Giveaway]

We are #Buddhism 
We have our faith together.

to join: RT/ @ 5 Frens / Follow @BuddhismDAO and @IPrinte…",neg," [20 WL Giveaway]

We are #Buddhism 
We have our faith together.

to join: / @ 5 Frens / Follow @BuddhismDAO and @IPrinte…",WL GiveawayWe We faith togetherto join Frens Follow BuddhismDAO IPrinte,1
"RT @CryptoAgresivoo: 👽 AFIRIX GIVEAWAYS 👽

👽We are giving-away 50$ worth of USDT  

To Enter: 

☑️ RT +  Follow @Afirixcommunity &amp; @CryptoB…",pos," 👽 AFIIX GIVEAWAYS 👽

👽We are giving-away 50$ worth of USDT  

To Enter: 

☑️  +  Follow @Afirixcommunity &amp; @CryptoB…",AFIIX GIVEAWAYS We givingaway worth USDT To Enter Follow Afirixcommunity amp CryptoB,0
"RT @RockettMaann: Someone just pulled out the big broom for @DogeClub_NFT 
•DancesWithElephants 🕺🏼 🐘 
🧹🧹🧹🧹🧹🧹🧹🧹🧹🧹🧹 https://t.co/xn77fsyysy",pos," Someone just pulled out the big broom for @DogeClub_NFT 
•DancesWithElephants 🕺🏼 🐘 
🧹🧹🧹🧹🧹🧹🧹🧹🧹🧹🧹 https://t.co/xn77fsyysy",Someone pulled big broom DogeClubNFT DancesWithElephants,0
"RT @Factory_Dao: 🔥Founders Factory is growing!🔥

Omega Alpha is joining our network, and we're celebrating with a Mega Giveaway!

🎁1x Winne…",pos," 🔥Founders Factory is growing!🔥

Omega Alpha is joining our network, and we're celebrating with a Mega Giveaway!

🎁1x Winne…",Founders Factory growingOmega Alpha joining network celebrating Mega Giveawayx Winne,0
Someone is telling me eth is fucked and it will never be back to where it was,neg,Someone is telling me eth is fucked and it will never be back to where it was,Someone telling eth fucked never back,1
"@Gunny_o_0 @Furyan_eth Uh, you can use that as a ens. He’s talking about names like +125.eth which isn’t getting no… https://t.co/wAPiDXNcU0",pos,"@Gunny_o_0 @Furyan_eth Uh, you can use that as a ens. He’s talking about names like +125.eth which isn’t getting no… https://t.co/wAPiDXNcU0",Gunnyo Furyaneth Uh use en Hes talking name like eth isnt getting,0
"RT @punk7635: Proof of Steak?

HOWNOWBLeUCOW: An Open Edition for Charity

100% of proceeds will be donated to the Los Angeles Food Bank to…",pos," Proof of Steak?

HOWNOWBLeUCOW: An Open Edition for Charity

100% of proceeds will be donated to the Los Angeles Food Bank to…",Proof SteakHOWNOWBLeUCOW An Open Edition Charity proceeds donated Los Angeles Food Bank,0
"@rc7547 The correct terminology is ""pastured"".  I raise pastured meat birds.  They get a daily ration and a new pie… https://t.co/ChQ9cISBel",pos,"@rc7547 The correct terminology is ""pastured"".  I raise pastured meat birds.  They get a daily ration and a new pie… https://t.co/ChQ9cISBel",rc The correct terminology pastured I raise pastured meat bird They get daily ration new pie,0
"@TRRyoshiETH @ETH_Moonika  low mc  0% tax on buy and sell.  Lp, burned, Community owned.  100% Safu",pos,"@TyoshiETH @ETH_Moonika  low mc  0% tax on buy and sell.  Lp, burned, Community owned.  100% Safu",TyoshiETH ETHMoonika low mc tax buy sell Lp burned Community owned Safu,0
"RT @AaronLeupp: EVERYONE is a winner! 🎉🥳🔥❤️
FREE @Waifumons NFT to ALL 🎁 that post wallet # or $ETH or Metamask address below! 
This #NFTGi…",pos," EVEYONE is a winner! 🎉🥳🔥❤️
FEE @Waifumons NFT to ALL 🎁 that post wallet # or $ETH or Metamask address below! 
This #NFTGi…",EVEYONE winner FEE Waifumons NFT ALL post wallet ETH Metamask address This,0
"RT @althodler: Just joined the #bubbelgumgang channel in Discord. If you own one of these hit Motavation.eth up to join.
#ArtWins
@TheStoic…",pos," Just joined the #bubbelgumgang channel in Discord. If you own one of these hit Motavation.eth up to join.
#ArtWins
@TheStoic…",Just joined channel Discord If one hit Motavationeth,0
whitelist Vpoluntary @Happa0x @sleepy_psycho_ @NftMute @zhebushinageshu @LyfeCollection @Gford_ETH @Datuk2930… https://t.co/9nUZKQCTJa,pos,whitelist Vpoluntary @Happa0x @sleepy_psycho_ @NftMute @zhebushinageshu @LyfeCollection @Gford_ETH @Datuk2930… https://t.co/9nUZKQCTJa,whitelist Vpoluntary Happax sleepypsycho NftMute zhebushinageshu LyfeCollection GfordETH Datuk,0
"RT @Mystical_NFTS: 9,999 Mystical Dragons 🐉 coming to take over the #ETH blockchain. Get your WL before it’s too late.
-
All interactions w…",neg," 9,999 Mystical Dragons 🐉 coming to take over the #ETH blockchain. Get your WL before it’s too late.
-
All interactions w…",Mystical Dragons coming take blockchain Get WL lateAll interaction w,1
"FTX US wins auction for Voyager Digital’s assets.  #CryptoNews #Cryptocurrency #Crypto #BTC #BNB
https://t.co/EKFqjFDmCM",pos,"FTX US wins auction for Voyager Digital’s assets.  #CryptoNews #Cryptocurrency #Crypto #BTC #BNB
https://t.co/EKFqjFDmCM",FTX US win auction Voyager Digitals asset,0
"RT @DylanGillArt: Jesters Affinity
Has Sold to:
@JakeNordstrum @jasonlchambers @mobopk @PanopticThought “OliversOlives” @chazz_gold &amp; @sean…",pos," Jesters Affinity
Has Sold to:
@JakeNordstrum @jasonlchambers @mobopk @PanopticThought “OliversOlives” @chazz_gold &amp; @sean…",Jesters AffinityHas Sold toJakeNordstrum jasonlchambers mobopk PanopticThought OliversOlives chazzgold amp sean,0
RT @MMFcrypto: 2/ 3️⃣ Upgrading of our boardroom to utilise the same supply growth algorithm as DawnStar. This means that SVN supply inflat…,pos, 2/ 3️⃣ Upgrading of our boardroom to utilise the same supply growth algorithm as DawnStar. This means that SVN supply inflat…,Upgrading boardroom utilise supply growth algorithm DawnStar This mean SVN supply inflat,0
"RT @fencer_gg: 🎇💲💵$25 #BTC 💵💲🎇

           ➡️GIVEAWAY⬅️

 ✅Follow me ✨
 ☑️Like &amp; RT✨
 ✅Show love on my new video.✨
 
      ➡️(must leave pr…",pos," 🎇💲💵$25 #BTC 💵💲🎇

           ➡️GIVEAWAY⬅️

 ✅Follow me ✨
 ☑️Like &amp; ✨
 ✅Show love on my new video.✨
 
      ➡️(must leave pr…",GIVEAWAY Follow Like amp Show love new video must leave pr,0
"RT @CryptoAgresivoo: 👽 AFIRIX GIVEAWAYS 👽

👽We are giving-away 50$ worth of USDT  

To Enter: 

☑️ RT +  Follow @Afirixcommunity &amp; @CryptoB…",pos," 👽 AFIIX GIVEAWAYS 👽

👽We are giving-away 50$ worth of USDT  

To Enter: 

☑️  +  Follow @Afirixcommunity &amp; @CryptoB…",AFIIX GIVEAWAYS We givingaway worth USDT To Enter Follow Afirixcommunity amp CryptoB,0
"RT @eth_apple: APPLE🤝 Viakaverse

We're giving away 2x WL spots for @viakaverse 

To enter:
🟣Follow 
@viakaverse &amp; @eth_apple &amp; @searchfi_e…",pos," APPLE🤝 Viakaverse

We're giving away 2x WL spots for @viakaverse 

To enter:
🟣Follow 
@viakaverse &amp; @eth_apple &amp; @searchfi_e…",APPLE ViakaverseWere giving away x WL spot viakaverse To enterFollow viakaverse amp ethapple amp searchfie,0
"RT @snowflowergifts: 「 Jm Polaroids Giveaway 」

╰─ 1 winner | worldwide

› rt + like 🖤
› ends in 12hrs ⊹

— followers only https://t.co/taU…",pos," 「 Jm Polaroids Giveaway 」

╰─ 1 winner | worldwide

› rt + like 🖤
› ends in 12hrs ⊹

— followers only https://t.co/taU…",Jm Polaroids Giveaway winner worldwide rt like end hr follower,0
whitelist Sophisticated @cengjiayun1 @herdiansyah2000 @Gio_69000 @RecordMoments @tim8685 @KryptoZeuss… https://t.co/Rxef0QJtdE,pos,whitelist Sophisticated @cengjiayun1 @herdiansyah2000 @Gio_69000 @ecordMoments @tim8685 @KryptoZeuss… https://t.co/xef0QJtdE,whitelist Sophisticated cengjiayun herdiansyah Gio ecordMoments tim KryptoZeuss,0
"@tehLemonKing Me, please! 🤞  bstrat515.loopring.eth 
@SnixNFTs
@42thumbout @ADammmHill5 @ThatGuy78522424 @DumbApe69… https://t.co/HNCeZidl22",pos,"@tehLemonKing Me, please! 🤞  bstrat515.loopring.eth 
@SnixNFTs
@42thumbout @ADammmHill5 @ThatGuy78522424 @DumbApe69… https://t.co/HNCeZidl22",tehLemonKing Me please bstratloopringeth SnixNFTsthumbout ADammmHill ThatGuy DumbApe,0
@vydamo_ @BlueTigerNFT @babyeggroll_eth sadge,pos,@vydamo_ @BlueTigerNFT @babyeggroll_eth sadge,vydamo BlueTigerNFT babyeggrolleth sadge,0
strong! @Cryptohumano4 @SamanwitaMonda3 @fidynjng1 @ARAI03221443 @Tez0xpraiz @MarkHigareda3 @Sugiant17964547… https://t.co/IEnhhmsXe4,pos,strong! @Cryptohumano4 @SamanwitaMonda3 @fidynjng1 @AAI03221443 @Tez0xpraiz @MarkHigareda3 @Sugiant17964547… https://t.co/IEnhhmsXe4,strong Cryptohumano SamanwitaMonda fidynjng AAI Tezxpraiz MarkHigareda Sugiant,0
"RT @walter_promo: 🎁#Giveaway🎁

🏆 5 free #NFT (0.8 $ETH)
🏆200$ in $BNB  

Rules:
1⃣Follow @Walter_promo
2⃣Like + RT
3⃣Tag 2 friend to win🚀…",pos," 🎁#Giveaway🎁

🏆 5 free #NFT (0.8 $ETH)
🏆200$ in $BNB  

ules:
1⃣Follow @Walter_promo
2⃣Like + 
3⃣Tag 2 friend to win🚀…",free ETH BNB ulesFollow WalterpromoLike Tag friend win,0
@notflossin_eth @WoofDunkerton Your cats clean 💯,pos,@notflossin_eth @WoofDunkerton Your cats clean 💯,notflossineth WoofDunkerton Your cat clean,0
"⚠️ LIQUIDATION APPROACHING ⚠️ 
 
$4,116 position at risk on #aave 
 
Wallet: 0x560dbf7f837378f81f5aa188a3864cd8214d… https://t.co/pE4WSZzaaH",pos,"⚠️ LIQUIDATION APPOACHING ⚠️ 
 
$4,116 position at risk on #aave 
 
Wallet: 0x560dbf7f837378f81f5aa188a3864cd8214d… https://t.co/pE4WSZzaaH",LIQUIDATION APPOACHING position risk Wallet xdbffffaaacdd,0
"RT @fencer_gg: 🎇💲💵$25 #BTC 💵💲🎇

           ➡️GIVEAWAY⬅️

 ✅Follow me ✨
 ☑️Like &amp; RT✨
 ✅Show love on my new video.✨
 
      ➡️(must leave pr…",pos," 🎇💲💵$25 #BTC 💵💲🎇

           ➡️GIVEAWAY⬅️

 ✅Follow me ✨
 ☑️Like &amp; ✨
 ✅Show love on my new video.✨
 
      ➡️(must leave pr…",GIVEAWAY Follow Like amp Show love new video must leave pr,0
RT @Wayne57072607: ‼️Tap to expand south London Croydon area.‼️ https://t.co/dvztANuoWX,pos, ‼️Tap to expand south London Croydon area.‼️ https://t.co/dvztANuoWX,Tap expand south London Croydon area,0
"RT @gabcorenft: 🚨 #GiveawayAlert 🚨

Will you join a free project without knowing anything about it?

We are giving away 1 ____ #NFT!

To wi…",pos," 🚨 #GiveawayAlert 🚨

Will you join a free project without knowing anything about it?

We are giving away 1 ____ #NFT!

To wi…",Will join free project without knowing anything itWe giving away wi,0
"RT @maximus_dao: We did it.

1 Billion staked. 🚀

#MaximusDAO $MAXI $BASE $TRIO $LUCKY $DECI $TEAM #Gladiators #HEX $HEX #Hexicans #TeamWin…",neg," We did it.

1 Billion staked. 🚀

#MaximusDAO $MAXI $BASE $TIO $LUCKY $DECI $TEAM #Gladiators #HEX $HEX #Hexicans #TeamWin…",We Billion staked MAXI BASE TIO LUCKY DECI TEAM HEX,1
"RT @CryptoInsightsX: 📢JUST IN: @_hamster_coin $HAM will be listed on @AAXExchange 🚀

🔸Deposit &amp; Withdrawal: 9am UTC Sep 26, 2022
🔸Spot Trad…",pos," 📢JUST IN: @_hamster_coin $HAM will be listed on @AAXExchange 🚀

🔸Deposit &amp; Withdrawal: 9am UTC Sep 26, 2022
🔸Spot Trad…",JUST IN hamstercoin HAM listed AAXExchange Deposit amp Withdrawal UTC Sep Spot Trad,0
@Tinafefodemoro1 @howar_ella you can make some eth every day,pos,@Tinafefodemoro1 @howar_ella you can make some eth every day,Tinafefodemoro howarella make eth every day,0
best day for you.. @danjemison @Jw17Nft @TOONFT_ @incooluo @KimboNFT @pzpollack @x3y6x9 @kirk_eth @bytex_tech… https://t.co/4wdGsgBiBW,pos,best day for you.. @danjemison @Jw17Nft @TOONFT_ @incooluo @KimboNFT @pzpollack @x3y6x9 @kirk_eth @bytex_tech… https://t.co/4wdGsgBiBW,best day danjemison JwNft TOONFT incooluo KimboNFT pzpollack xyx kirketh bytextech,0
"RT @TheShibLord1: 🚨 $50 $ETH Giveaway 🚨

To Enter:
Like 💙
Retweet 🔁
Comment: Bullish on $EATZ

⏰24 Hours⏰

(Must be following @DecentraEatz…",pos," 🚨 $50 $ETH Giveaway 🚨

To Enter:
Like 💙
etweet 🔁
Comment: Bullish on $EATZ

⏰24 Hours⏰

(Must be following @DecentraEatz…",ETH Giveaway To EnterLike etweet Comment Bullish EATZ HoursMust following DecentraEatz,0
RT @6avid_eth: I ‘m giving $1500  $ETH  to  15 people who follow and retweet !!💸💸💸,pos, I ‘m giving $1500  $ETH  to  15 people who follow and retweet !!💸💸💸,I giving ETH people follow retweet,0
the best team.. @YehonatanCohen8 @didifia9850 @0xaby @Anishpa9988 @lei_aspe @Gaetano87fir @Yeva871374871… https://t.co/WyhBanier2,pos,the best team.. @YehonatanCohen8 @didifia9850 @0xaby @Anishpa9988 @lei_aspe @Gaetano87fir @Yeva871374871… https://t.co/WyhBanier2,best team YehonatanCohen didifia xaby Anishpa leiaspe Gaetanofir Yeva,0
RT @LIPS_JM: the gaze ???!????? https://t.co/BjduaQWBEb,pos, the gaze ???!????? https://t.co/BjduaQWBEb,gaze,0
"RT @GlobalKindNFT: Have you cast your vote? 

@TheSocietyNFT is sweeping one projects floor for 1eth 🧹 we are really thankful to be nominat…",pos," Have you cast your vote? 

@TheSocietyNFT is sweeping one projects floor for 1eth 🧹 we are really thankful to be nominat…",Have cast vote TheSocietyNFT sweeping one project floor eth really thankful nominat,0
"RT @DarkMagicDAO: 15 WhiteList for #DarkMagician !

Let's learning Dark Magic Knowledge together!

Quote with @ 5 Frens
Follow: @IPrinter_E…",pos," 15 WhiteList for #DarkMagician !

Let's learning Dark Magic Knowledge together!

Quote with @ 5 Frens
Follow: @IPrinter_E…",WhiteList Lets learning Dark Magic Knowledge togetherQuote FrensFollow IPrinterE,0
@conifanayazomiy @vickdocrime you can make some eth every day,pos,@conifanayazomiy @vickdocrime you can make some eth every day,conifanayazomiy vickdocrime make eth every day,0
RT @iamcomingundone: I just posted a new proposal! Gas for Gasless Voting! Its to set aside 13 Eth to submit the gasless votes which requir…,pos, I just posted a new proposal! Gas for Gasless Voting! Its to set aside 13 Eth to submit the gasless votes which requir…,I posted new proposal Gas Gasless Voting Its set aside Eth submit gasless vote requir,0
"good project, check it.. @0xjaypeg @BTS_NFT_ @Rowwen_eth @Alexxiaochen @EdwinIrwin8 @Brelentless3 @NoKapRich… https://t.co/0XTE9zIoEg",pos,"good project, check it.. @0xjaypeg @BTS_NFT_ @owwen_eth @Alexxiaochen @EdwinIrwin8 @Brelentless3 @NoKapich… https://t.co/0XTE9zIoEg",good project check xjaypeg BTSNFT owweneth Alexxiaochen EdwinIrwin Brelentless NoKapich,0
"@MadsCrypto_ @WarpBond I read that #WarpBond  potocol is built on the Terra. My question is, why have you chosen th… https://t.co/6A59OSoVsU",pos,"@MadsCrypto_ @WarpBond I read that #WarpBond  potocol is built on the Terra. My question is, why have you chosen th… https://t.co/6A59OSoVsU",MadsCrypto WarpBond I read potocol built Terra My question chosen th,0
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
"RT @CryptoZight: 💸 $1,000 #Giveaway 💸

We'll select 4 winners randomly and award $250 to each account! 🤑🤑

Rules: 👇

1️⃣ Must Like, Follow…",neg," 💸 $1,000 #Giveaway 💸

We'll select 4 winners randomly and award $250 to each account! 🤑🤑

ules: 👇

1️⃣ Must Like, Follow…",Well select winner randomly award account ules Must Like Follow,1
"RT @CrypticPing: $1322 $ETH • 1 Winner

• RT this + Follows @CrypticPing + 🔔",pos," $1322 $ETH • 1 Winner

•  this + Follows @CrypticPing + 🔔",ETH Winner Follows CrypticPing,0
"RT @AlphaBlocksNFT: Saphire 🤝🏻 AlphaBlocks 

•🎟️5x FREE Mints Saphire
•🎟️5x FREE Mints AlphaBlocks

To Enter: 
1⃣ Follow 
@SaphireNFT
 &amp; 
@…",pos," Saphire 🤝🏻 AlphaBlocks 

•🎟️5x FEE Mints Saphire
•🎟️5x FEE Mints AlphaBlocks

To Enter: 
1⃣ Follow 
@SaphireNFT
 &amp; 
@…",Saphire AlphaBlocks x FEE Mints Saphirex FEE Mints AlphaBlocksTo Enter Follow SaphireNFT amp,0
"RT @NeeseForOK5: 🎁 HYPED NFT #WL LAST GIVEAWAY🎁

STAKING WITH REWARDS IN $ETH!
ㅤ
Prizes: 
🏆 10x WARRIOR WL
🏆 1x OG LIST 
(FREE MINT value 0…",pos," 🎁 HYPED NFT #WL LAST GIVEAWAY🎁

STAKING WITHEWADS IN $ETH!
ㅤ
Prizes: 
🏆 10x WAIO WL
🏆 1x OG LIST 
(FEE MINT value 0…",HYPED NFT LAST GIVEAWAYSTAKING WITHEWADS IN ETHPrizes x WAIO WL x OG LIST FEE MINT value,0
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
@Scott_Herman @WagmiGameCo #WAGMIGAMES GENESIS NFTs NOW 2 ETH FLOOR PRICE!,pos,@Scott_Herman @WagmiGameCo #WAGMIGAMES GENESIS NFTs NOW 2 ETH FLOO PICE!,ScottHerman WagmiGameCo GENESIS NFTs NOW ETH FLOO PICE,0
@husker_eth Pudgy,pos,@husker_eth Pudgy,huskereth Pudgy,0
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
RT @stopkookminpls: OK I'LL STOP https://t.co/MKPqZPp0Ok,pos, OK I'LL STOP https://t.co/MKPqZPp0Ok,OK ILL STOP,0
"RT @BubblePeePeeNFT: 🦊 BubblePeePee X LazyFoxesNFT🦊

First 25 to drop eth address + 5 🏆 x WL for BubblePeePee
5 🏆 x WL for LazyFoxesNFT

To…",pos," 🦊 BubblePeePee X LazyFoxesNFT🦊

First 25 to drop eth address + 5 🏆 x WL for BubblePeePee
5 🏆 x WL for LazyFoxesNFT

To…",BubblePeePee X LazyFoxesNFTFirst drop eth address x WL BubblePeePee x WL LazyFoxesNFTTo,0
message 2 before mentions     @MargariteHelbig @FierstTonja @SamellaStoessel @GoldwinAlvin @aonanlaEJ87… https://t.co/7JZL0feWKz,pos,message 2 before mentions     @MargariteHelbig @FierstTonja @SamellaStoessel @GoldwinAlvin @aonanlaEJ87… https://t.co/7JZL0feWKz,message mention MargariteHelbig FierstTonja SamellaStoessel GoldwinAlvin aonanlaEJ,0
"RT @Nanda__OCE: 🎁@satoshinftclub WHITELIST &amp; ETH GIVEAWAY🎁

🏆20x Whitelist Spots @satoshinftclub🏆
🏆2x $25USD in ETH GA🏆

1️⃣ Follow @satosh…",pos," 🎁@satoshinftclub WHITELIST &amp; ETH GIVEAWAY🎁

🏆20x Whitelist Spots @satoshinftclub🏆
🏆2x $25USD in ETH GA🏆

1️⃣ Follow @satosh…",satoshinftclub WHITELIST amp ETH GIVEAWAYx Whitelist Spots satoshinftclubx USD ETH GA Follow satosh,0
"RT @kunalcrypto1104: There is no btc resilience

This is cz whale  manipulation

You will see soon 

#BTC #BNB #Ethereum",pos," There is no btc resilience

This is cz whale  manipulation

You will see soon 

#BTC #BNB #Ethereum",There btc resilienceThis cz whale manipulationYou see soon,0
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
@Solilyio @solana This is definitely going to be HUGE!  as the team has been an inspiration in their innovative app… https://t.co/8UbmjM9Fha,pos,@Solilyio @solana This is definitely going to be HUGE!  as the team has been an inspiration in their innovative app… https://t.co/8UbmjM9Fha,Solilyio solana This definitely going HUGE team inspiration innovative app,0
